egoid,term,semester,academic_year,college_year,courses_enrolled,graded_courses,term_gpa,courses_passed
95798,201120,Spring 2012,2011-2012,Freshman,7,5,3.6,7
95798,201210,Fall 2012,2012-2013,Sophomore,6,5,3.733,6
95798,201220,Spring 2013,2012-2013,Sophomore,6,6,3.778,6
95798,201310,Fall 2013,2013-2014,Junior,7,6,3.723,7
95798,201320,Spring 2014,2013-2014,Junior,6,5,3.933,6
95798,201410,Fall 2014,2014-2015,Senior,6,6,3.778,6
95798,201420,Spring 2015,2014-2015,Senior,6,5,3.8,6
95994,201110,Fall 2011,2011-2012,Freshman,14,8,3.958,14
95994,201120,Spring 2012,2011-2012,Freshman,11,8,3.875,11
95994,201210,Fall 2012,2012-2013,Sophomore,10,9,3.889,10
95994,201220,Spring 2013,2012-2013,Sophomore,10,8,3.75,10
95994,201310,Fall 2013,2013-2014,Junior,8,7,3.81,8
95994,201320,Spring 2014,2013-2014,Junior,12,9,3.926,12
95994,201410,Fall 2014,2014-2015,Senior,8,7,3.952,8
95994,201420,Spring 2015,2014-2015,Senior,10,6,3.889,10
96124,201310,Fall 2013,2013-2014,Junior,13,5,3.467,13
96124,201320,Spring 2014,2013-2014,Junior,6,5,2.867,6
96124,201410,Fall 2014,2014-2015,Senior,5,5,3.2,5
96124,201420,Spring 2015,2014-2015,Senior,6,5,3.133,6
96492,201210,Fall 2012,2012-2013,Sophomore,6,5,3.933,6
96492,201220,Spring 2013,2012-2013,Sophomore,6,5,4.0,6
96492,201310,Fall 2013,2013-2014,Junior,5,5,3.8,5
96492,201320,Spring 2014,2013-2014,Junior,5,5,4.0,5
97655,201110,Fall 2011,2011-2012,Freshman,10,5,3.733,10
97655,201120,Spring 2012,2011-2012,Freshman,6,5,3.933,6
97655,201210,Fall 2012,2012-2013,Sophomore,5,5,4.0,5
97655,201220,Spring 2013,2012-2013,Sophomore,4,4,3.917,4
97655,201310,Fall 2013,2013-2014,Junior,5,5,4.0,5
97655,201320,Spring 2014,2013-2014,Junior,5,5,4.0,5
97655,201410,Fall 2014,2014-2015,Senior,6,6,3.833,6
97655,201420,Spring 2015,2014-2015,Senior,7,6,3.611,7
97933,201210,Fall 2012,2012-2013,Sophomore,8,5,2.667,8
97933,201220,Spring 2013,2012-2013,Sophomore,6,5,2.8,6
97933,201310,Fall 2013,2013-2014,Junior,7,6,2.389,7
97933,201320,Spring 2014,2013-2014,Junior,4,4,1.667,4
97933,201400,Summer 2014,2014-2015,Senior,2,2,3.0,2
97933,201410,Fall 2014,2014-2015,Senior,5,5,2.267,5
97933,201420,Spring 2015,2014-2015,Senior,6,6,2.889,6
98326,201210,Fall 2012,2012-2013,Sophomore,6,5,3.333,6
98326,201220,Spring 2013,2012-2013,Sophomore,6,5,3.267,6
98326,201310,Fall 2013,2013-2014,Junior,5,5,3.333,5
98326,201320,Spring 2014,2013-2014,Junior,5,5,3.0,5
98326,201410,Fall 2014,2014-2015,Senior,6,5,3.533,6
98326,201420,Spring 2015,2014-2015,Senior,5,5,3.333,5
98639,201110,Fall 2011,2011-2012,Freshman,12,5,3.4,12
98639,201120,Spring 2012,2011-2012,Freshman,6,5,3.734,6
98639,201210,Fall 2012,2012-2013,Sophomore,8,4,3.75,8
98639,201220,Spring 2013,2012-2013,Sophomore,9,7,3.571,9
98639,201310,Fall 2013,2013-2014,Junior,7,6,3.833,7
98639,201320,Spring 2014,2013-2014,Junior,5,5,3.6,5
98639,201410,Fall 2014,2014-2015,Senior,7,6,3.889,7
98639,201420,Spring 2015,2014-2015,Senior,7,6,3.833,7
99367,201110,Fall 2011,2011-2012,Freshman,9,5,2.933,9
99367,201120,Spring 2012,2011-2012,Freshman,6,5,3.2,6
99367,201210,Fall 2012,2012-2013,Sophomore,5,5,2.867,5
99367,201220,Spring 2013,2012-2013,Sophomore,6,5,3.333,6
99367,201310,Fall 2013,2013-2014,Junior,6,5,3.534,6
99367,201320,Spring 2014,2013-2014,Junior,7,5,3.0,7
99367,201410,Fall 2014,2014-2015,Senior,6,5,3.4,6
99367,201420,Spring 2015,2014-2015,Senior,4,3,3.444,4
99749,201310,Fall 2013,2013-2014,Junior,12,5,3.067,12
99749,201320,Spring 2014,2013-2014,Junior,6,5,3.467,6
99749,201400,Summer 2014,2014-2015,Senior,2,2,2.667,2
99749,201410,Fall 2014,2014-2015,Senior,5,5,2.4,4
99749,201420,Spring 2015,2014-2015,Senior,5,5,3.0,5
99856,201110,Fall 2011,2011-2012,Freshman,20,6,3.333,20
99856,201120,Spring 2012,2011-2012,Freshman,7,6,2.445,7
99856,201210,Fall 2012,2012-2013,Sophomore,4,4,3.5,4
99856,201220,Spring 2013,2012-2013,Sophomore,5,4,3.25,5
99856,201310,Fall 2013,2013-2014,Junior,5,5,3.267,5
99856,201320,Spring 2014,2013-2014,Junior,5,5,2.867,5
99856,201410,Fall 2014,2014-2015,Senior,4,4,3.333,4
99856,201420,Spring 2015,2014-2015,Senior,4,4,3.75,4
